planning_area,subzone,poi_dimension,facility_count,avg_rating,total_user_ratings,rating_100
Geylang,Aljunied,recreation,14,4.314,7074,86.28
Geylang,Aljunied,nature,20,4.445,57673,88.9
Geylang,Geylang East,education,18,4.6,737,92.0
Geylang,Geylang East,transport,20,4.145,3048,82.9
Geylang,Geylang East,food,20,4.175,77241,83.5
Geylang,Geylang East,shopping,20,4.245,81942,84.9
Geylang,Geylang East,recreation,16,4.4,5184,88.0
Geylang,Geylang East,nature,20,4.315,6856,86.3
Geylang,Kallang Way,education,20,4.495,995,89.9
Geylang,Kallang Way,transport,20,4.02,1304,80.4
Geylang,Kallang Way,food,20,4.245,91490,84.9
Geylang,Kallang Way,shopping,20,4.255,92202,85.1
Geylang,Kallang Way,recreation,20,4.365,7367,87.3
Geylang,Kallang Way,nature,9,4.344,14269,86.88
Geylang,Kampong Ubi,education,20,4.606,976,92.12
Geylang,Kampong Ubi,transport,20,4.045,1046,80.9
Geylang,Kampong Ubi,food,20,4.16,108538,83.2
Geylang,Kampong Ubi,shopping,20,4.255,87904,85.1
Geylang,Kampong Ubi,recreation,20,4.295,8392,85.9
Geylang,Kampong Ubi,nature,20,4.31,14946,86.2
Geylang,Macpherson,education,20,4.705,642,94.1
Geylang,Macpherson,transport,20,4.185,1364,83.7
Geylang,Macpherson,food,20,4.135,60814,82.7
Geylang,Macpherson,shopping,20,4.175,67910,83.5
Geylang,Macpherson,recreation,20,4.185,7972,83.7
Geylang,Macpherson,nature,20,4.35,12508,87.0
Hougang,Defu Industrial Park,education,20,4.605,571,92.1
Hougang,Defu Industrial Park,transport,20,4.174,1891,83.48
Hougang,Defu Industrial Park,food,20,4.24,84546,84.8
Hougang,Defu Industrial Park,shopping,20,4.095,82234,81.9
Hougang,Defu Industrial Park,recreation,20,4.175,10912,83.5
Hougang,Defu Industrial Park,nature,20,4.425,32156,88.5
Hougang,Hougang Central,education,20,4.735,600,94.7
Hougang,Hougang Central,transport,20,4.065,902,81.3
Hougang,Hougang Central,food,20,4.14,20393,82.8
Hougang,Hougang Central,shopping,20,4.04,59399,80.8
Hougang,Hougang Central,recreation,20,4.31,12441,86.2
Hougang,Hougang Central,nature,20,4.425,28059,88.5
Hougang,Hougang East,education,20,4.725,866,94.5
Hougang,Hougang East,transport,20,4.175,1786,83.5
Hougang,Hougang East,food,20,4.12,15369,82.4
Hougang,Hougang East,shopping,20,4.06,97230,81.2
Hougang,Hougang East,recreation,20,4.28,13680,85.6
Hougang,Hougang East,nature,9,4.378,8708,87.56
Hougang,Hougang West,education,20,4.68,677,93.6
Hougang,Hougang West,transport,20,4.28,929,85.6
Hougang,Hougang West,food,20,4.1,19258,82.0
Hougang,Hougang West,shopping,20,4.055,85309,81.1
